Time,Temperature(C),Humidity
2021-01-13 02:45:50.318342,24.32220458984375,26.666259765625
2021-01-13 02:45:55.617410,24.32220458984375,26.763916015625
2021-01-13 02:46:00.916422,24.32220458984375,26.763916015625
2021-01-13 02:46:06.221045,24.3121337890625,26.763916015625
2021-01-13 02:46:11.524695,24.32220458984375,26.763916015625
2021-01-13 02:46:16.829524,24.32220458984375,26.763916015625
2021-01-13 02:46:22.133143,24.34234619140625,26.763916015625
2021-01-13 02:46:27.436892,24.34234619140625,26.763916015625
2021-01-13 02:46:32.741711,24.34234619140625,26.666259765625
2021-01-13 02:46:38.045634,24.32220458984375,26.763916015625
2021-01-13 02:46:43.349119,24.32220458984375,26.763916015625
2021-01-13 02:46:48.652611,24.3121337890625,26.763916015625
2021-01-13 02:46:53.956390,24.3121337890625,26.763916015625
2021-01-13 02:46:59.261021,24.32220458984375,26.763916015625
2021-01-13 02:47:04.562657,24.32220458984375,26.666259765625
2021-01-13 02:47:09.866441,24.3121337890625,26.666259765625
2021-01-13 02:47:15.170573,24.32220458984375,26.763916015625
2021-01-13 02:47:20.474719,24.3121337890625,26.763916015625
2021-01-13 02:47:25.779481,24.3121337890625,26.763916015625
2021-01-13 02:47:31.083507,24.32220458984375,26.763916015625
2021-01-13 02:47:36.388527,24.34234619140625,26.666259765625
2021-01-13 02:47:41.692608,24.32220458984375,26.666259765625
2021-01-13 02:47:46.992641,24.34234619140625,26.666259765625
2021-01-13 02:47:52.296850,24.32220458984375,26.666259765625
2021-01-13 02:47:57.600680,24.32220458984375,26.666259765625
2021-01-13 02:48:02.902662,24.32220458984375,26.666259765625
2021-01-13 02:48:08.206294,24.34234619140625,26.666259765625
2021-01-13 02:48:13.510870,24.32220458984375,26.666259765625
2021-01-13 02:48:18.814470,24.34234619140625,26.666259765625
2021-01-13 02:48:24.119491,24.32220458984375,26.666259765625
2021-01-13 02:48:29.423009,24.3524169921875,26.763916015625
2021-01-13 02:48:34.721920,24.34234619140625,26.666259765625
2021-01-13 02:48:40.025790,24.34234619140625,26.666259765625
2021-01-13 02:48:45.330085,24.34234619140625,26.666259765625
2021-01-13 02:48:50.633775,24.32220458984375,26.666259765625
2021-01-13 02:48:55.937322,24.32220458984375,26.568603515625
2021-01-13 02:49:01.240989,24.34234619140625,26.568603515625
2021-01-13 02:49:06.544833,24.34234619140625,26.568603515625
2021-01-13 02:49:11.849681,24.34234619140625,26.568603515625
2021-01-13 02:49:17.152458,24.34234619140625,26.568603515625
2021-01-13 02:49:22.456921,24.3121337890625,26.666259765625
2021-01-13 02:49:27.761197,24.2919921875,26.666259765625
2021-01-13 02:49:33.064832,24.3121337890625,26.86767578125
2021-01-13 02:49:38.367353,24.32220458984375,26.86767578125
2021-01-13 02:49:43.674351,24.2919921875,26.763916015625
2021-01-13 02:49:48.979547,24.3121337890625,26.763916015625
2021-01-13 02:49:54.282657,24.32220458984375,26.763916015625
2021-01-13 02:49:59.586399,24.3121337890625,26.666259765625
2021-01-13 02:50:04.893296,24.32220458984375,26.666259765625
2021-01-13 02:50:10.199388,24.32220458984375,26.666259765625
2021-01-13 02:50:15.502173,24.32220458984375,26.666259765625
2021-01-13 02:50:20.805955,24.32220458984375,26.568603515625
2021-01-13 02:50:26.112184,24.3524169921875,26.568603515625
2021-01-13 02:50:31.412675,24.34234619140625,26.568603515625
2021-01-13 02:50:36.711305,24.34234619140625,26.568603515625
2021-01-13 02:50:42.015513,24.3524169921875,26.568603515625
2021-01-13 02:50:47.319383,24.34234619140625,26.568603515625
2021-01-13 02:50:52.619412,24.34234619140625,26.568603515625
2021-01-13 02:50:57.923301,24.32220458984375,26.568603515625
2021-01-13 02:51:03.230559,24.3121337890625,26.666259765625
2021-01-13 02:51:08.529255,24.3121337890625,26.666259765625
2021-01-13 02:51:13.832659,24.32220458984375,26.666259765625
2021-01-13 02:51:19.136319,24.32220458984375,26.666259765625
2021-01-13 02:51:24.440721,24.32220458984375,26.568603515625
2021-01-13 02:51:29.744742,24.3121337890625,26.568603515625
2021-01-13 02:51:35.048266,24.32220458984375,26.568603515625
2021-01-13 02:51:40.351755,24.32220458984375,26.568603515625
2021-01-13 02:51:45.653765,24.32220458984375,26.568603515625
2021-01-13 02:51:50.957246,24.32220458984375,26.568603515625
2021-01-13 02:51:56.261284,24.34234619140625,26.568603515625
2021-01-13 02:52:01.565982,24.3121337890625,26.568603515625
2021-01-13 02:52:06.870833,24.32220458984375,26.568603515625
2021-01-13 02:52:12.174315,24.3121337890625,26.568603515625
2021-01-13 02:52:17.472750,24.32220458984375,26.568603515625
2021-01-13 02:52:22.776421,24.32220458984375,26.568603515625
2021-01-13 02:52:28.080660,24.32220458984375,26.568603515625
2021-01-13 02:52:33.384125,24.3121337890625,26.568603515625
2021-01-13 02:52:38.690522,24.32220458984375,26.568603515625
2021-01-13 02:52:43.994572,24.3121337890625,26.568603515625
2021-01-13 02:52:49.297923,24.32220458984375,26.568603515625
2021-01-13 02:52:54.601816,24.3121337890625,26.568603515625
2021-01-13 02:52:59.905797,24.32220458984375,26.568603515625
2021-01-13 02:53:05.210484,24.3121337890625,26.568603515625
2021-01-13 02:53:10.514638,24.34234619140625,26.568603515625
2021-01-13 02:53:15.818550,24.32220458984375,26.568603515625
2021-01-13 02:53:21.122463,24.3121337890625,26.568603515625
2021-01-13 02:53:26.426288,24.32220458984375,26.568603515625
2021-01-13 02:53:31.724615,24.34234619140625,26.568603515625
2021-01-13 02:53:37.029550,24.32220458984375,26.568603515625
2021-01-13 02:53:42.333239,24.32220458984375,26.568603515625
2021-01-13 02:53:47.637064,24.3121337890625,26.568603515625
2021-01-13 02:53:52.941077,24.32220458984375,26.568603515625
2021-01-13 02:53:58.244943,24.3121337890625,26.568603515625
2021-01-13 02:54:03.548077,24.3121337890625,26.470947265625
2021-01-13 02:54:08.851784,24.34234619140625,26.568603515625
2021-01-13 02:54:14.155730,24.34234619140625,26.470947265625
2021-01-13 02:54:19.459297,24.34234619140625,26.568603515625
